Twitter Message Archive for iccc - created 2010-07-01 by Tweet Scan
User,Message,Time,ImageUrl,MessageUrl,ID
iccc," More photos from our Poloska trip uploaded: http://is.gd/lOs9 10kg of lead acid batteries sitting under my desk awaiting construction...",1236222349,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/1280360429,1280360429
Benneh," <a href=http://twitter.com/iccc>@iccc</a> looks beautiful!",1236092913,http://a1.twimg.com/profile_images/24041862/Me_Icon_normal.jpg,http://twitter.com/Benneh/statuses/1273093524,1273093524
iccc," Stunning weekend cave + mountaineer trip to Slov, expo plans well afoot and Mig resting with its winter hat: http://tinyurl.com/bpz3gp",1236064457,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/1271772572,1271772572
iccc," GPF application made. Minibus booked. 2009 Expedition Website is getting there: http://www.union.ic.ac.uk/caving/slovenia/slov2009/",1234510021,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/1204875709,1204875709
iccc," 2009 Dates: Sat 25th July 2009 --&gt; 23rd August (4 weeks). UG camping in Captain Kangaroo near Kill'em'all.14, water from Dangermouse.",1232243203,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/1126721952,1126721952
i_am_fabs," <a href=http://twitpic.com/iccc rel=nofollow target=_blank>http://twitpic.com/iccc</a> - @<a href=http://twitter.com/geri_89>geri_89</a> ich auch!",1225034835,http://s3.amazonaws.com/twitter_production/profile_images/60900766/Untitled-10_normal.jpg,http://twitter.com/i_am_fabs/statuses/976191766,976191766
iccc," M2 goes... Rift at bottom pushed to undescended 20m pitch...",1219839480,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/900400761,900400761
iccc," On the 1400 saturday sailing, should be back in london 1700 ish. Any help unpacking van greatfully received!",1219494874,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/896448764,896448764
iccc," I took one whiff at the window and could smell iraqi, but I guess its just the smell of the unwashed! immigrat lady looking for illegals",1219494791,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/896448138,896448138
iccc," Bivi derigged, all down in Tolmin for pizza, fruit and pivo! Expo party this even by the Soca with JSPDT. Great Plans for 2009...",1219307729,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/894175174,894175174
iccc," GW derigged in full, VILINSKA jama tied in. No connection, but ~1.2km of new cave this year, with fantastic leads for 2009! Team Mig.",1219092535,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/891435883,891435883
iccc," M2:JH/JKP derig via M16, put to sleep for the year. CK:DG/TO last pushing trip to desperately seek the con, morning callout.",1219011776,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/890503450,890503450
iccc," GW:climb abv kill'em gained tight rift to p head into large chamber with P30+ twin shafts.M2: rift pushed 5m, markers floated d'stream.",1218905332,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/889525470,889525470
iccc," Climb abv KILL'EM to gain S going meander,closing on M2.Olympic rift derigged after attempt at squeeze.Scrotux hammered and rig tuned.",1218718187,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/887330592,887330592
iccc," S1: way to right hand pitch found by hammering rift above big pitch.Strong draft from tight meander, several hrs hard hammer.4th system?",1218404288,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/883547031,883547031
iccc," DANGERMOUSE bottomed and surveyed in at P52m. Mini streamway enters pitch, new P heads off after meander. Work in M2 to push tight rift.",1218371508,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/883216012,883216012
iccc," Mona connected to Primadona,making the western plateau caves ~3.7km long.Carried snow,which has provoked worst storm of expo! Jarv",1218231953,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/881956830,881956830
iccc," M16:AJ/PH/JMF Plopzilla photo and derig.2 multi exp film shots taken of pitch on decent,plus a few firefly digi.choke followed for 30m.",1218148495,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/880877832,880877832
iccc," M2:AJ/JH past 70s limit,tight rift.GW:JF/PH/IM new big pitch DANGERMOUSE off mudslump.Attempt at vocal con,no joy.Confluence at bot M2",1218048827,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/879327937,879327937
iccc," Super action today to try and push the sysmig/GW connection. Change of man power after the weekend, now more slovs on top. 15hr+ trip!",1217943792,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/878064788,878064788
iccc," Weekend of changeover, so Soca sesh in Tolmin! Kangaroo has now been pushed below end of M2, so backup to Mudslump and check ways on.",1217749743,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/876226343,876226343
iccc," GW now system with con of VILINSKA to bot of laurel.Kangaroo going strong,P45 DARK TRANQUILITY on 15hr 4man trip.M2 pushed &gt;70s camp.",1217524922,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/873839989,873839989
iccc," New cave found by JNH, 100m from GW. Howling draft, goes to new pitch head (proper cave, now fault control). Trip down M2 to bottom Silos.",1217181542,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/869874665,869874665
iccc," M2:silos rigged to 30m of floor when ran out of Spits. NCB: west end visited on rerig and prospect trip. Planika: echorift push.",1217151489,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/869622067,869622067
iccc," JC/JMF&gt;E1 dug to new pitch with v tight head, surf surv.CG/JKP&gt;M2 to top of silos where out of bolts.AJ/JH&gt;M17 choked with snow ...",1217031232,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/868386460,868386460
iccc," Planika: pushed via P8 through snow to tight rift leading to icy P8 with unpushed blow rift on. Now 30m from mona, but offset.50m deep",1216926352,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/867382689,867382689
iccc," M2:tight scrot, rigged to 1st big pitch. JH/JKP/JC&gt;GW to mudslump, kangaroo. Carries and setup for others. Weather storming. All go!",1216855354,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/866379227,866379227
iccc," JC/JF&gt;PLANIKA rigged cliff and pitch 1. Old snow melted, further P6s down past ice.CG/DG&gt;M2. AJ/JKP&gt;GW to rig laurel. Sun's up, ...",1216764999,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/865299823,865299823
iccc," Bigbang start,super thunder at party.Slept in, 2nd carry and tent pitch in clag.Hailstorm at Kal.Walked dan and JKP M2 via M1,M16,M18.Rain.",1216692338,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/864489277,864489277
iccc," Rocked up in Tolmin safe and sound, 9am. First coffee down. Mig covered in wisps of cloud. Breakfast then assault on Ravne.",1216539439,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/863278095,863278095
iccc," Wake up 100km fromStuttgart.The pilots are discussing a light show in the clouds that none else can see.The orbs? The night is still young",1216519934,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/862965403,862965403
iccc," Belgium. Andy driving. Trance. Sunny. Three lanes. Van air a bit thick already. Shadows of rooftop barrels cast on tarmac.",1216497291,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/862765572,862765572
iccc," Somewhere near ash ford... Late for ferry due to usual set off cock ups. Speed limited to 62 dammit! Jarv",1216461665,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/862622057,862622057
iccc," An ecstasy of fumbling as we get ready... packing van tonight, 8:30am send off, 12:20 ferry to Calais. Eta Tolmin 10am Sun.",1216415247,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/861974069,861974069
iccc," van pretty packed, only 3/4 full - keep on checking to make sure that we've taken the 1.2km of rope... but we have(!!!)",1216415031,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/862219772,862219772
iccc," Tet is back in Tmin after 4 days in the mountains. 3 full 200L barrels of water, grim hailstorm while he was solo in bivi.Now hot and sunny.",1216241270,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/860071905,860071905
iccc," Union attempt to throw away 500m of new rope left soaking outside stores. Rescued from bins. Survey books made up courtesy of Physics co ...",1216072536,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/858417582,858417582
iccc," From Tet, Mon 14th: Its hailing in the bivvy... Enough water for weeks.",1216066115,http://a1.twimg.com/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/858083380,858083380
iccc," From Tet, Sat 12th: Shit pit set up... Bivvi looking good... expo is go go go p.s. I am currently drinking tea at the sunset spot.",1216048350,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/858082969,858082969
iccc," Testing the Votla Gora 2008 Twitter news feed...",1215385091,http://s3.amazonaws.com/twitter_production/profile_images/56287310/ICCC_logo_highres_blackborder_normal.jpg,http://twitter.com/iccc/statuses/851546622,851546622
